Freq [THz],"dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='50um' w2='8um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='2um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='4um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='6um'","dB(S(1,1)) [] - l1='2um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='4um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='6um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='8um' w1='60um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'","dB(S(1,1)) [] - l1='2um' w2='2um'","dB(S(1,1)) [] - l1='4um' w2='2um'","dB(S(1,1)) [] - l1='6um' w2='2um'","dB(S(1,1)) [] - l1='8um' w2='2um'","dB(S(1,1)) [] - l1='2um' w2='4um'","dB(S(1,1)) [] - l1='4um' w2='4um'","dB(S(1,1)) [] - l1='6um' w2='4um'","dB(S(1,1)) [] - l1='8um' w2='4um'","dB(S(1,1)) [] - l1='2um' w2='6um'","dB(S(1,1)) [] - l1='4um' w2='6um'","dB(S(1,1)) [] - l1='6um' w2='6um'","dB(S(1,1)) [] - l1='8um' w2='6um'","dB(S(1,1)) [] - l1='2um' w2='8um'","dB(S(1,1)) [] - l1='4um' w2='8um'","dB(S(1,1)) [] - l1='6um' w2='8um'","dB(S(1,1)) [] - l1='8um' w2='8um'"
1.133333333,-5.827889298,-5.906147832,-5.714230587,-6.504944978,-5.854293798,-5.752281234,-5.970026849,-5.759771771,-5.479903922,-5.764367802,-5.838079269,-5.769282209,-6.118681169,-5.658410753,-6.832245584,-5.657590927,-6.605347109,-6.264743004,-6.332188739,-6.158276784,-4.339020095,-5.842268059,-6.130359087,-6.890001741,-6.383631394,-5.298127406,-5.719859643,-5.13933277,-6.766000386,-5.481315496,-9.776229549,-5.893929426,-5.043993957,-5.743006905,-6.045053766,-5.80597545,-6.051366982,-5.719180404,-5.639980989,-5.587245142,-5.950953095,-5.60868968,-5.648814287,-5.576198817,-5.616084592,-5.534508152,-5.603501395,-5.749682337,-26.80153293,-26.93047598,-23.79269583,-19.8590058,-16.74015607,-14.91559181,-21.17298211,-19.03604486,-22.14942883,-19.36669557,-20.5463402,-20.38241217,-22.99192443,-14.20763177,-19.83246009,-7.795792771,-25.02431834,-25.36509062,-24.4971855,-19.96239487,-17.05666549,-22.57416945,-24.81488249,-15.29541039,-22.88373468,-18.34531291,-22.22460154,-19.55764054,-23.81268429,-23.94361581,-21.7564978,-38.23482893,-5.757301397,-5.96850171,-6.004949493,-6.021008323,-5.80261737,-5.73809105,-5.587916503,-6.051012645,-5.689940887,-6.203722721,-6.36812161,-6.394566525,-5.769626191,-5.758154308,-5.766813258,-5.671666884,-7.293203998,-5.90874205,-6.009000471,-5.880780057,-5.768238175,-5.606708589,-5.111177291,-5.800968056,-5.685417918,-5.676619421,-4.56106421,-5.931137191,-6.242144839,-5.229014093,-5.557586998,-10.08708364
1.146666667,-5.886653439,-5.971579826,-5.776483959,-6.579295311,-5.927655246,-5.817781647,-6.035366173,-5.826717792,-5.541684481,-5.83110322,-5.900119244,-5.823253336,-6.178727194,-5.723850741,-6.895293864,-5.725192114,-6.658938916,-6.349692954,-6.384276719,-6.210187749,-4.377904139,-5.909740128,-6.205898684,-6.986757294,-6.450560945,-5.363931663,-5.784671733,-5.200131289,-6.843337791,-5.544075415,-9.803893747,-5.97612222,-5.107042813,-5.803817596,-6.119856398,-5.865322287,-6.119875335,-5.777495024,-5.690684188,-5.646793364,-6.01442187,-5.668881745,-5.716164247,-5.636513556,-5.676721981,-5.595871827,-5.667235006,-5.816649848,-25.81065042,-32.23985193,-26.63129346,-12.56381617,-19.51088111,-13.74685551,-26.24627937,-18.08559612,-22.96513641,-19.31789321,-20.19299003,-21.72675339,-24.93589249,-11.98123522,-20.38716772,-14.91903102,-27.89357866,-24.86305851,-25.3132646,-21.43406672,-16.00767195,-20.65955225,-25.48466675,-20.07608293,-23.12009084,-17.82527798,-23.23540535,-11.64626607,-34.2645891,-35.24224562,-20.21360991,-23.38702347,-5.814171576,-6.02847488,-6.070520347,-6.098210709,-5.864130888,-5.799972245,-5.655609212,-6.109830939,-5.756860035,-6.275121989,-6.451119891,-6.475489342,-5.84257945,-5.817929358,-5.838340455,-5.737615149,-7.378940859,-5.970868147,-6.07797915,-5.94261982,-5.833323682,-5.687070641,-5.172472448,-5.865369062,-5.753893171,-5.742632835,-4.632356562,-5.995624831,-6.364540458,-5.30213299,-5.628470767,-10.12786131
1.16,-5.945745903,-6.037298715,-5.839590675,-6.653912829,-6.001548578,-5.88364646,-6.101038474,-5.894138925,-5.603938852,-5.898392857,-5.962481394,-5.877543134,-6.238928045,-5.789821206,-6.958253709,-5.793588759,-6.712393956,-6.435354239,-6.43628614,-6.262066259,-4.416655506,-5.977718065,-6.282015803,-7.083895766,-6.517569718,-5.430446522,-5.849963012,-5.261522418,-6.921072038,-5.607359694,-9.830121291,-6.059183629,-5.169653025,-5.864958823,-6.195165645,-5.924983561,-6.188718377,-5.83609057,-5.741763129,-5.706701589,-6.07822347,-5.729632415,-5.784059672,-5.697244242,-5.737792705,-5.657912741,-5.731499881,-5.884256174,-25.70699521,-25.9589068,-23.51629559,-20.65438755,-16.46738504,-15.45570833,-20.91802448,-19.56501715,-21.5740769,-19.73287819,-20.77153988,-19.89464089,-22.37570467,-14.87655593,-20.82372046,-6.017817519,-24.16984988,-24.6307794,-23.9847165,-18.54159307,-17.13660442,-22.13447539,-24.00021934,-12.70902408,-22.58788966,-18.23372314,-21.69044675,-20.07566762,-23.24533489,-23.35213737,-21.91234798,-37.11488285,-5.871368542,-6.088843148,-6.136500296,-6.175941136,-5.92597046,-5.862208024,-5.723868137,-6.168582935,-5.824327872,-6.34691376,-6.534732488,-6.55685704,-5.91621778,-5.877983114,-5.910515095,-5.804052292,-7.465045669,-6.033378586,-6.147338932,-6.00467607,-5.898839673,-5.768458024,-5.234339558,-5.930145132,-5.822922698,-5.809166458,-4.705100951,-6.060397494,-6.482212249,-5.376386659,-5.702505156,-10.16834287
1.173333333,-6.005172561,-6.103314632,-5.903555583,-6.728798517,-6.075964928,-5.949895799,-6.167068404,-5.962061932,-5.66668166,-5.966259529,-6.0251765,-5.932167069,-6.299292136,-5.856327966,-7.021172341,-5.862781841,-6.76572295,-6.521727309,-6.48822235,-6.313923776,-4.455283789,-6.046224419,-6.358711126,-7.181385224,-6.584671321,-5.49771653,-5.915785344,-5.323537031,-6.999177463,-5.671198641,-9.854437474,-6.143140139,-5.23124156,-5.926450091,-6.271004843,-5.984967481,-6.257908109,-5.894987885,-5.793220308,-5.767002923,-6.142376908,-5.790950015,-5.852514315,-5.758412365,-5.799318342,-5.720640327,-5.796320495,-5.95253023,-24.7611679,-30.26626945,-26.71538603,-13.2218124,-19.40308044,-14.12472767,-27.16401064,-18.00775963,-22.1272924,-19.28444552,-20.14857541,-20.90793909,-24.12115884,-12.6664202,-20.37204264,-15.30692479,-26.91673514,-24.08309581,-24.52195259,-20.93368311,-15.83583967,-20.18268428,-24.58897881,-19.89135425,-22.52744128,-17.58997022,-22.34834668,-11.71735985,-32.01412025,-36.97192185,-20.25533347,-22.72835615,-5.928893644,-6.14960262,-6.202872427,-6.254214076,-5.988146567,-5.92480823,-5.792718811,-6.227294404,-5.892368229,-6.419123103,-6.618974791,-6.638678024,-5.990568612,-5.938336643,-5.983366511,-5.871001465,-7.551491525,-6.096274559,-6.217096509,-6.066965058,-5.964808121,-5.850907598,-5.296811436,-5.995313014,-5.892522395,-5.876243557,-4.779371185,-6.125473265,-6.595119908,-5.451828372,-5.780861584,-10.20854489
1.186666667,-6.064939928,-6.169638807,-5.968383878,-6.803955031,-6.150896586,-6.016550628,-6.233481063,-6.030513884,-5.729928562,-6.034726243,-6.088216528,-5.987141497,-6.359829401,-5.923377983,-7.084092303,-5.932773245,-6.818936975,-6.608811616,-6.540092197,-6.365772065,-4.493798908,-6.115282079,-6.435985113,-7.279192434,-6.651879416,-5.565787479,-5.982189293,-5.386207745,-7.077629123,-5.735622525,-9.837617277,-6.228019112,-5.291493129,-5.988311159,-6.347397807,-6.045283951,-6.327457441,-5.954208329,-5.845058717,-5.827729934,-6.206901252,-5.852843577,-5.921543825,-5.820039771,-5.861321517,-5.78406472,-5.861721852,-6.02150129,-24.71138487,-25.11950321,-23.26432153,-21.37854296,-16.58101102,-15.94801132,-20.70606613,-20.21281129,-21.05509307,-20.22355811,-21.05477533,-19.47326488,-21.9360217,-15.49878546,-21.58937445,-3.662082273,-23.37918486,-23.91498571,-23.49945826,-16.83522392,-17.21815302,-21.63101727,-23.24179152,-9.123260962,-22.303754,-18.1176499,-21.21170089,-20.55894611,-22.75547454,-22.81586514,-22.05520773,-33.85215252,-5.986749286,-6.210750014,-6.269621593,-6.33304377,-6.050670823,-5.98778392,-5.862187598,-6.285990546,-5.961005461,-6.491775193,-6.703861789,-6.72096047,-6.065659688,-5.999011742,-6.056924132,-5.93848639,-7.63825363,-6.159557961,-6.287268745,-6.129503224,-6.031251573,-5.934456375,-5.3599218,-6.06088952,-5.962709411,-5.943887935,-4.855246209,-6.19087079,-6.703252851,-5.528512023,-5.857870562,-10.24848426
1.2,-6.125055169,-6.236283591,-6.034081113,-6.87938667,-6.226337022,-6.083632733,-6.300302,-6.099522167,-5.793696261,-6.103816158,-6.151614649,-6.042483673,-6.420551287,-5.990979417,-7.147052055,-6.003565809,-6.872047442,-6.696605525,-6.591903994,-6.417623176,-4.532211101,-6.184914243,-6.513837962,-7.377282772,-6.719207713,-5.634706485,-6.049223966,-5.449568978,-7.15640281,-5.800661629,-9.906474732,-6.31384865,-5.350299825,-6.050562006,-6.424368835,-6.105944559,-6.397380167,-6.013773761,-5.897281857,-5.888914604,-6.271815603,-5.91532285,-5.991165745,-5.882148637,-5.923825851,-5.848196781,-5.927729461,-6.091199014,-23.81782917,-24.39186677,-23.03991688,-22.05506446,-17.14268653,-16.40536458,-20.53911558,-20.9533306,-20.5990111,-20.82353813,-21.39110191,-19.12340568,-21.62067185,-16.08436276,-22.24169681,-0.380916662,-22.65140301,-23.23540236,-23.04806497,-14.73710968,-17.30115009,-21.09436412,-22.54792231,-5.491276251,-22.03754445,-18.00257082,-20.79168086,-21.02112394,-22.33159216,-22.33098115,-22.18891587,-30.6347737,-6.044938922,-6.272282677,-6.336734538,-6.412444181,-6.113555958,-6.051147358,-5.932301676,-6.344696025,-6.030264428,-6.564895265,-6.789408016,-6.803712283,-6.141519033,-6.060030928,-6.131217515,-6.006531334,-7.725309415,-6.223231398,-6.357872647,-6.19230718,-6.098193133,-6.01914154,-5.423705293,-6.126891497,-6.033502181,-6.012123914,-4.932810217,-6.256609253,-6.806628522,-5.606492168,-5.925802066,-10.28817821
1.213333333,-6.185526099,-6.303262478,-6.100653221,-6.955099346,-6.302280902,-6.151164717,-6.367557217,-6.169114495,-5.858002526,-6.173552562,-6.215385248,-6.098211758,-6.481470741,-6.059141679,-7.210086509,-6.075163361,-6.925066075,-6.785106226,-6.643667472,-6.469489434,-4.570530918,-6.255144385,-6.592269552,-7.475620131,-6.786669967,-5.704522077,-6.116936883,-5.513657004,-7.235475055,-5.866346309,-9.92730398,-6.400657461,-5.407698382,-6.113222809,-6.501942712,-6.166962552,-6.467690948,-6.073706524,-5.949893752,-5.950588279,-6.337139092,-5.978398314,-6.061399512,-5.944761454,-5.986855897,-5.913048112,-5.994369325,-6.161653464,-23.80270556,-28.58774393,-26.7164907,-13.82420704,-19.26997174,-14.44460257,-28.25089444,-17.91085711,-21.28537682,-19.22863124,-20.0857547,-20.05285667,-23.31565617,-13.3204192,-20.34932212,-15.67267817,-25.94624118,-23.3232547,-23.66495276,-20.43869575,-15.64662087,-19.72608327,-23.72325225,-19.68694035,-21.84493558,-17.34889719,-21.44258459,-12.05206327,-29.54940366,-37.94610036,-20.33300037,-22.127691,-6.103467045,-6.334198608,-6.40420001,-6.49242894,-6.176815802,-6.114911999,-6.003089028,-6.403435006,-6.100170478,-6.63850856,-6.875627503,-6.886941059,-6.218174926,-6.121417423,-6.206276375,-6.075161095,-7.812638654,-6.287298199,-6.428925338,-6.255393686,-6.165656445,-6.105000475,-5.488197518,-6.193335791,-6.104920465,-6.080976321,-5.012152785,-6.322708361,-6.90529046,-5.685824053,-5.992646722,-10.32764433
1.226666667,-6.24636119,-6.370590124,-6.168106532,-7.031100556,-6.378724105,-6.219169993,-6.435273184,-6.239318925,-5.922866209,-6.243958825,-6.279543935,-6.154344822,-6.542602198,-6.127875486,-7.273227494,-6.147570773,-6.978004896,-6.874309645,-6.695393721,-6.521383437,-4.608769212,-6.325996227,-6.671279399,-7.574166838,-6.854279967,-5.775284292,-6.185373836,-5.578510007,-7.314823134,-5.932707042,-9.947992586,-6.488474724,-5.463820239,-6.176313918,-6.580144715,-6.228352799,-6.538405277,-6.134029425,-6.002898965,-6.012781614,-6.402890857,-6.042081193,-6.132266447,-6.007901006,-6.05043709,-5.978631075,-6.061667927,-6.232895133,-23.67457219,-21.00720089,-19.47982429,-17.21928715,-25.74194503,-22.41353071,-25.16290641,-15.47911999,-8.998189374,-14.91660512,-11.91557172,-12.09015003,-11.08117513,-9.090167156,-7.481928546,-8.369527486,-13.83784828,-17.00158255,-16.12197288,-16.32274813,-15.48454449,-14.64838464,-12.30900929,-13.5815437,-11.24683723,-12.1979415,-10.69562869,-12.0806566,-7.453769722,-6.827705736,-7.530293327,-7.484656805,-6.162339181,-6.396496474,-6.472008867,-6.573011298,-6.240465263,-6.179092478,-6.074578433,-6.462231191,-6.170749428,-6.712640286,-6.962533727,-6.970654043,-6.295655873,-6.183195151,-6.282130615,-6.144400985,-7.90022357,-6.35176243,-6.500444023,-6.318779636,-6.23366568,-6.19207078,-5.55343507,-6.260239221,-6.176985384,-6.150470468,-5.093369,-6.389188323,-6.99930618,-5.766563652,-6.062616251,-10.36690053
1.24,-6.307569577,-6.438282373,-6.236447793,-7.10739935,-6.455663743,-6.287672777,-6.50347684,-6.310163874,-5.988307265,-6.315058374,-6.344107553,-6.210902853,-6.603961558,-6.197192925,-7.336504156,-6.220793995,-7.030876209,-6.964210356,-6.747095126,-6.573318042,-4.646937144,-6.397493708,-6.7508666,-7.672883567,-6.922051535,-5.847044778,-6.254578775,-5.644168148,-7.394425076,-5.999774485,-9.96794319,-6.577329954,-5.518859475,-6.239855822,-6.659000628,-6.290131747,-6.609539464,-6.194765727,-6.056302618,-6.075524531,-6.469090036,-6.106383466,-6.203789754,-6.071590346,-6.114595692,-6.044958815,-6.129652217,-6.304954958,-23.66546774,-32.46036362,-35.15806655,-24.2824271,-10.96509641,-25.03301206,-20.14073786,-15.54869639,-24.8794409,-28.68181303,-24.41545465,-13.10629696,-29.53724497,-23.58227108,-19.91370836,-8.600031306,-14.9930799,-15.78947378,-18.68074401,-32.1755691,-9.192333828,-10.46927684,-16.79290081,-18.72540188,-21.12662615,-11.23052562,-17.02609576,-20.29333703,-19.22921523,-19.58781911,-18.48743419,-15.67655957,-6.221561874,-6.459175635,-6.540154163,-6.65420407,-6.304520303,-6.243704587,-6.146799453,-6.521107852,-6.242027551,-6.787315563,-7.050139574,-7.054858098,-6.373990574,-6.245388723,-6.358810354,-6.214276812,-7.988048924,-6.416628901,-6.572445966,-6.382482038,-6.30224552,-6.280390292,-5.619455577,-6.327618547,-6.249719457,-6.220632141,-5.176559607,-6.456069837,-7.088764914,-5.848767698,-6.135185347,-10.40596503
1.253333333,-6.369161056,-6.506356282,-6.305684181,-7.184006288,-6.53309817,-6.356698086,-6.572195616,-6.381678127,-6.054346778,-6.386874656,-6.409094175,-6.267906772,-6.665566162,-6.267107511,-7.399943313,-6.294840102,-7.083692584,-7.054801499,-6.798785293,-6.625306361,-4.68504618,-6.469660953,-6.831029781,-7.771729254,-6.989998528,-5.919856907,-6.324593682,-5.710673628,-7.474259657,-6.067579525,-9.987081693,-6.66725287,-5.573059007,-6.303869131,-6.738536745,-6.352317363,-6.681110599,-6.255939129,-6.110110408,-6.138846165,-6.53575575,-6.171317879,-6.275994507,-6.135852784,-6.179358736,-6.112045276,-6.198349597,-6.377864356,-23.64511739,-30.69252024,-40.22874592,-26.11757715,-15.49593157,-28.07712481,-21.78974436,-17.04228679,-26.46984252,-29.94629083,-27.25103623,-13.70845641,-33.01442758,-25.78244674,-22.31125186,-9.005631761,-15.66429272,-16.681805,-19.73334876,-38.33468233,-10.10069843,-11.46289886,-17.69628816,-19.89131261,-21.9076652,-12.07667573,-17.93192426,-21.10421232,-20.09239726,-20.41290363,-19.69409313,-15.65619836,-6.281142677,-6.522236158,-6.608631227,-6.736019582,-6.368997914,-6.308765258,-6.219782424,-6.580087864,-6.314031557,-6.862559382,-7.13845729,-7.139559656,-6.453207892,-6.308023436,-6.436345953,-6.28481487,-8.076102097,-6.481903176,-6.644948462,-6.446517994,-6.371421146,-6.369997101,-5.686297736,-6.395490443,-6.323146631,-6.291487585,-5.26183116,-6.523374075,-7.173775268,-5.932493717,-6.209624289,-10.44485637
1.266666667,-6.431146097,-6.574830148,-6.375823328,-7.260933411,-6.611027003,-6.426271729,-6.64145744,-6.453890863,-6.121006979,-6.459431098,-6.474523104,-6.325378439,-6.727434763,-6.337634254,-7.463569762,-6.369717335,-7.136466848,-7.146074687,-6.850478967,-6.67736176,-4.723108099,-6.54252224,-6.911767036,-7.87066103,-7.058134834,-5.993775895,-6.39545847,-5.778070761,-7.554306402,-6.13615333,-10.00541513,-6.758273255,-5.626715156,-6.368374547,-6.818779886,-6.414929061,-6.753136528,-6.317573761,-6.164328626,-6.202774822,-6.602907094,-6.236897956,-6.348907638,-6.20071186,-6.244753978,-6.17990522,-6.267787912,-6.451655237,-23.02223865,-23.76117203,-22.84602574,-22.70492537,-18.10101974,-16.84209279,-20.4197812,-21.75844715,-20.20880063,-21.51408098,-21.77453843,-18.84727376,-21.40987784,-16.64570637,-22.81642056,4.329741843,-21.98344035,-22.60131067,-22.63428222,-11.99461033,-17.38430051,-20.54870903,-21.9213814,-7.011507171,-21.79382601,-17.89248185,-20.43085817,-21.47276193,-21.96435132,-21.89476795,-22.31773575,-27.82164401,-6.341090137,-6.585678839,-6.677437717,-6.818469616,-6.433916091,-6.374292535,-6.293558447,-6.639193742,-6.38678858,-6.938396561,-7.227498455,-7.224764692,-6.533336818,-6.371125268,-6.514768045,-6.356041916,-8.164373156,-6.547591588,-6.717968809,-6.510904684,-6.441218228,-6.460929564,-5.754001361,-6.463871463,-6.397292314,-6.363063489,-5.349296188,-6.591122667,-7.254462843,-6.017800058,-6.285535926,-10.48359342
1.28,-6.493535843,-6.643723528,-6.446873334,-7.338194193,-6.689451136,-6.496420313,-6.71129076,-6.526831672,-6.188311277,-6.532751072,-6.540414867,-6.383340669,-6.789587489,-6.40878973,-7.527406548,-6.445435137,-7.189212072,-7.238019932,-6.902191953,-6.729497851,-4.761135003,-6.616101968,-6.993075874,-7.969634142,-7.126474377,-6.068858941,-6.467210878,-5.84640605,-7.634545582,-6.205527398,-10.02297003,-6.850420825,-5.680203639,-6.43339284,-6.899757408,-6.477987622,-6.825635823,-6.379694173,-6.218964175,-6.26733793,-6.670563121,-6.303138013,-6.422557921,-6.266191332,-6.31080984,-6.248554249,-6.337995439,-6.526360038,-23.01921915,-28.15823652,-35.41969544,-28.18498033,-18.41012049,-31.90412091,-23.49511483,-18.76719883,-26.85326476,-31.33467846,-30.71941448,-14.37765229,-36.18637135,-28.31604872,-25.19495477,-9.376689234,-16.16351067,-17.35734089,-20.45120282,-39.43227974,-11.02381029,-12.38733864,-18.40401251,-21.03856185,-22.30884861,-12.89955358,-18.68062844,-21.90380266,-20.60901756,-20.8711025,-20.82151739,-15.50233359,-6.40141378,-6.64950522,-6.746573657,-6.90156535,-6.499293793,-6.440305546,-6.368159379,-6.69844767,-6.460326159,-7.014851699,-7.317273945,-7.310478678,-6.614406438,-6.434720874,-6.594107551,-6.427985166,-8.252854893,-6.61370124,-6.791524284,-6.575659349,-6.511662909,-6.553226316,-5.82260743,-6.532778017,-6.472183409,-6.435386976,-5.439073371,-6.65933769,-7.330967863,-6.104745925,-6.362723795,-10.52219534
1.293333333,-6.556342115,-6.713057277,-6.518842787,-7.415803503,-6.768372747,-6.567171241,-6.781724562,-6.600530569,-6.256284279,-6.606857859,-6.606791198,-6.441817244,-6.852045803,-6.480592149,-7.591475201,-6.522004197,-7.241941565,-7.330625558,-6.953941025,-6.781728495,-4.799139334,-6.690424629,-7.074953151,-8.0686019,-7.195031117,-6.145165362,-6.53988638,-5.915728262,-7.714958207,-6.27573361,-10.03977507,-6.943725091,-5.734036808,-6.498944824,-6.981497223,-6.541515095,-6.898627748,-6.442325321,-6.274024597,-6.332561999,-6.738742836,-6.370053162,-6.496975953,-6.332315155,-6.377555368,-6.318008824,-6.409000872,-6.602011746,-22.92974598,-27.14638652,-26.62485003,-14.32806608,-19.11958905,-14.71139244,-29.57395378,-17.79828211,-20.46954008,-19.15392545,-20.00543116,-19.20211652,-22.56591329,-13.92207129,-20.28689043,-15.98456556,-25.01685387,-22.59599205,-22.77642447,-19.9577588,-15.4399567,-19.29464426,-22.90393926,-19.46974278,-21.10875918,-17.11167751,-20.55716808,-12.50612013,-27.35718374,-37.43405488,-20.43006851,-21.5761302,-6.462124097,-6.713717607,-6.816041456,-6.985317307,-6.565150917,-6.506824469,-6.443617821,-6.757871537,-6.534672228,-7.091949133,-7.407793902,-7.396706549,-6.696445899,-6.498837589,-6.674395714,-6.500672274,-8.341542859,-6.680240021,-6.865632115,-6.640799273,-6.5827818,-6.646926281,-5.89215813,-6.602226341,-6.547848338,-6.508485588,-5.531287724,-6.728041657,-7.403442849,-6.193391401,-6.441091601,-10.5606816
